                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.00012,                 16.668,                  5e-05,                      0,                      0,                      0,                      0,                      0,                  9.462,                      0,              0.0007536,              0.0007536,              0.0007536
                     78,                      0,                 16.368,                      0,                      0,                      0,                      0,                      0,                      0,                 9.7897,                      0,             0.00076231,             0.00076231,             0.00076231
                     79,                      0,                 16.097,                      0,                      0,                      0,                      0,                      0,                      0,                 9.7897,                      0,             0.00077098,             0.00077098,             0.00077098
                     80,                      0,                 16.148,                      0,                      0,                      0,                      0,                      0,                      0,                 9.7897,                      0,             0.00077963,             0.00077963,             0.00077963
                     81,                      0,                 16.141,                      0,                      0,                      0,                      0,                      0,                      0,                 9.8232,                      0,             0.00078824,             0.00078824,             0.00078824
                     82,                      0,                  16.06,                      0,                      0,                      0,                      0,                      0,                      0,                 9.8232,                      0,             0.00079682,             0.00079682,             0.00079682
                     83,                      0,                 15.936,                      0,                      0,                      0,                      0,                      0,                      0,                 9.8232,                      0,             0.00080537,             0.00080537,             0.00080537
                     84,                      0,                 15.949,                      0,                      0,                      0,                      0,                      0,                      0,                 9.7323,                      0,             0.00081389,             0.00081389,             0.00081389
                     85,                      0,                  15.79,                      0,                      0,                      0,                      0,                      0,                      0,                 9.7323,                      0,             0.00082237,             0.00082237,             0.00082237
                     86,                      0,                 15.726,                      0,                      0,                      0,                      0,                      0,                      0,                 9.7323,                      0,             0.00083083,             0.00083083,             0.00083083
                     87,                      0,                  15.74,                      0,                      0,                      0,                      0,                      0,                      0,                 9.7323,                      0,             0.00083925,             0.00083925,             0.00083925
                     88,                      0,                 15.892,                      0,                      0,                      0,                      0,                      0,                      0,                  9.604,                      0,             0.00084764,             0.00084764,             0.00084764
                     89,                      0,                 15.663,                      0,                      0,                      0,                      0,                      0,                      0,                  9.604,                      0,               0.000856,               0.000856,               0.000856
                     90,                  1e-05,                 15.654,                      0,                      0,                      0,                      0,                      0,                      0,                  9.604,                      0,             0.00086433,             0.00086433,             0.00086433
                     91,                      0,                 15.883,                      0,                      0,                      0,                      0,                      0,                      0,                  9.604,                      0,             0.00087263,             0.00087263,             0.00087263
                     92,                      0,                 15.633,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2611,                      0,             0.00088089,             0.00088089,             0.00088089
                     93,                      0,                  15.44,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2611,                      0,             0.00088913,             0.00088913,             0.00088913
                     94,                      0,                 15.361,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2611,                      0,             0.00089733,             0.00089733,             0.00089733
                     95,                      0,                 15.301,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2611,                      0,              0.0009055,              0.0009055,              0.0009055
                     96,                  1e-05,                 15.375,                  1e-05,                      0,                      0,                      0,                      0,                      0,                 8.7665,                      0,             0.00091364,             0.00091364,             0.00091364
                     97,                      0,                 15.275,                      0,                      0,                      0,                      0,                      0,                      0,                 8.7665,                      0,             0.00092175,             0.00092175,             0.00092175
                     98,                      0,                 15.069,                      0,                      0,                      0,                      0,                      0,                      0,                 8.7665,                      0,             0.00092983,             0.00092983,             0.00092983
                     99,                      0,                 15.325,                      0,                      0,                      0,                      0,                      0,                      0,                 8.7665,                      0,             0.00093788,             0.00093788,             0.00093788
                    100,                      0,                 15.095,                      0,                      0,                      0,                      0,                      0,                      0,                  8.548,                      0,             0.00094589,             0.00094589,             0.00094589
                    101,                      0,                 14.958,                      0,                      0,                      0,                      0,                      0,                      0,                  8.548,                      0,             0.00095387,             0.00095387,             0.00095387
                    102,                      0,                 15.318,                      0,                      0,                      0,                      0,                      0,                      0,                  8.548,                      0,             0.00095387,             0.00095387,             0.00095387
                    103,                      0,                 14.958,                      0,                      0,                      0,                      0,                      0,                      0,                  8.548,                      0,              0.0009523,              0.0009523,              0.0009523
                    104,                      0,                 14.847,                      0,                      0,                      0,                      0,                      0,                      0,                 8.8774,                      0,             0.00095073,             0.00095073,             0.00095073
                    105,                  3e-05,                 14.868,                  2e-05,                      0,                      0,                      0,                      0,                      0,                 8.8774,                      0,             0.00094916,             0.00094916,             0.00094916
                    106,                      0,                 15.237,                      0,                      0,                      0,                      0,                      0,                      0,                 8.8774,                      0,             0.00094759,             0.00094759,             0.00094759
                    107,                      0,                 14.628,                      0,                      0,                      0,                      0,                      0,                      0,                 8.8774,                      0,             0.00094602,             0.00094602,             0.00094602
                    108,                      0,                 14.737,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2256,                      0,             0.00094445,             0.00094445,             0.00094445
                    109,                      0,                 14.491,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2256,                      0,             0.00094287,             0.00094287,             0.00094287
                    110,                      0,                 14.507,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2256,                      0,              0.0009413,              0.0009413,              0.0009413
                    111,                      0,                 14.529,                      0,                      0,                      0,                      0,                      0,                      0,                 9.2256,                      0,             0.00093973,             0.00093973,             0.00093973
                    112,                      0,                 14.475,                      0,                      0,                      0,                      0,                      0,                      0,                 9.5306,                      0,             0.00093816,             0.00093816,             0.00093816
                    113,                      0,                 14.146,                      0,                      0,                      0,                      0,                      0,                      0,                 9.5306,                      0,             0.00093659,             0.00093659,             0.00093659
                    114,                      0,                 14.341,                      0,                      0,                      0,                      0,                      0,                      0,                 9.5306,                      0,             0.00093502,             0.00093502,             0.00093502
                    115,                      0,                 14.447,                      0,                      0,                      0,                      0,                      0,                      0,                 9.5306,                      0,             0.00093345,             0.00093345,             0.00093345
                    116,                      0,                  14.16,                      0,                      0,                      0,                      0,                      0,                      0,                  9.373,                      0,             0.00093188,             0.00093188,             0.00093188
                    117,                      0,                 13.922,                      0,                      0,                      0,                      0,                      0,                      0,                  9.373,                      0,              0.0009303,              0.0009303,              0.0009303
                    118,                      0,                 14.011,                      0,                      0,                      0,                      0,                      0,                      0,                  9.373,                      0,             0.00092873,             0.00092873,             0.00092873
                    119,                      0,                 14.263,                      0,                      0,                      0,                      0,                      0,                      0,                  9.373,                      0,             0.00092716,             0.00092716,             0.00092716
                    120,                      0,                 13.928,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0126,                      0,             0.00092559,             0.00092559,             0.00092559
                    121,                      0,                 13.691,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0126,                      0,             0.00092402,             0.00092402,             0.00092402
                    122,                      0,                 13.701,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0126,                      0,             0.00092245,             0.00092245,             0.00092245
                    123,                      0,                 13.782,                      0,                      0,                      0,                      0,                      0,                      0,                 9.0126,                      0,             0.00092088,             0.00092088,             0.00092088
                    124,                      0,                 13.724,                      0,                      0,                      0,                      0,                      0,                      0,                 8.5409,                      0,              0.0009193,              0.0009193,              0.0009193
                    125,                      0,                  13.51,                      0,                      0,                      0,                      0,                      0,                      0,                 8.5409,                      0,             0.00091773,             0.00091773,             0.00091773
                    126,                      0,                  13.45,                      0,                      0,                      0,                      0,                      0,                      0,                 8.5409,                      0,             0.00091616,             0.00091616,             0.00091616
                    127,                      0,                  13.48,                      0,                      0,                      0,                      0,                      0,                      0,                 8.5409,                      0,             0.00091459,             0.00091459,             0.00091459
                    128,                      0,                  13.45,                      0,                      0,                      0,                      0,                      0,                      0,                 8.0174,                      0,             0.00091302,             0.00091302,             0.00091302
                    129,                      0,                  13.29,                      0,                      0,                      0,                      0,                      0,                      0,                 8.0174,                      0,             0.00091145,             0.00091145,             0.00091145
                    130,                      0,                 13.191,                      0,                      0,                      0,                      0,                      0,                      0,                 8.0174,                      0,             0.00090988,             0.00090988,             0.00090988
                    131,                      0,                 13.233,                      0,                      0,                      0,                      0,                      0,                      0,                 8.0174,                      0,             0.00090831,             0.00090831,             0.00090831
                    132,                  1e-05,                 13.499,                      0,                      0,                      0,                      0,                      0,                      0,                 7.6018,                      0,             0.00090673,             0.00090673,             0.00090673
                    133,                  4e-05,                 13.116,                  2e-05,                      0,                      0,                      0,                      0,                      0,                 7.6018,                      0,             0.00090516,             0.00090516,             0.00090516
